date,knri,hglg,hgcr
2019-02-06 16:56:00,151.6,143.08,118.81
2019-02-07 16:56:00,153.0,143.42,118.81
2019-02-08 16:56:00,152.5,142.69,118.71
2019-02-11 16:56:00,155.99,144.16,118.61
2019-02-12 16:56:00,150.67,143.38,118.56
2019-02-13 16:56:00,151.0,143.38,118.56
2019-02-14 16:56:00,150.5,143.38,118.21
2019-02-15 16:56:00,150.5,145.09,112.82
2019-02-18 16:56:00,151.0,147.21,113.05
2019-02-19 16:56:00,151.0,147.21,112.77
2019-02-20 16:56:00,150.75,148.78,112.9
2019-02-21 16:56:00,151.0,146.56,109.82
2019-02-22 16:56:00,151.0,144.48,108.82
2019-02-25 16:56:00,150.9,143.07,109.12
2019-02-26 16:56:00,150.1,147.21,109.79
2019-02-27 16:56:00,151.55,148.52,110.42
2019-02-28 16:56:00,153.0,149.76,112.8
2019-03-01 16:56:00,152.75,149.32,109.23
2019-03-06 16:56:00,153.2,152.44,110.47
2019-03-07 16:56:00,154.3,152.88,109.89
2019-03-08 16:56:00,153.4,152.85,111.32
2019-03-11 16:56:00,153.0,154.18,111.17
2019-03-12 16:56:00,152.2,155.65,111.32
2019-03-13 16:56:00,151.9,156.62,115.56
2019-03-14 16:56:00,151.75,157.12,114.52
2019-03-15 16:56:00,154.0,157.81,114.82
2019-03-18 16:56:00,155.5,157.71,115.04
2019-03-19 16:56:00,152.75,157.12,114.67
2019-03-20 16:56:00,152.9,157.03,114.82
2019-03-21 16:56:00,152.88,157.03,114.82
2019-03-22 16:56:00,152.93,156.82,115.51
2019-03-25 16:56:00,153.7,157.11,115.81
2019-03-26 16:56:00,156.0,156.14,116.81
2019-03-27 16:56:00,154.0,157.71,115.81
2019-03-28 16:56:00,153.5,157.13,117.81
2019-03-29 16:56:00,152.54,158.5,116.81
2019-04-01 16:56:00,153.0,153.95,117.8
2019-04-02 16:56:00,151.19,154.08,117.81
2019-04-03 16:56:00,150.52,154.37,119.81
2019-04-04 16:56:00,150.11,155.16,121.8
2019-04-05 16:56:00,149.8,155.16,124.14
2019-04-08 16:56:00,150.2,156.14,123.92
2019-04-09 16:56:00,150.98,156.14,125.4
2019-04-10 16:56:00,152.0,154.51,124.64
2019-04-11 16:56:00,151.85,154.47,124.35
2019-04-12 16:56:00,151.41,154.19,124.67
2019-04-15 16:56:00,152.8,155.16,122.3
2019-04-16 16:56:00,149.01,157.12,122.7
2019-04-17 16:56:00,150.25,157.12,124.14
2019-04-18 16:56:00,151.5,159.09,123.8
2019-04-22 16:56:00,152.0,158.5,124.55
2019-04-23 16:56:00,152.5,158.11,124.07
2019-04-24 16:56:00,152.0,157.36,124.78
2019-04-25 16:56:00,152.6,157.13,124.79
2019-04-26 16:56:00,152.6,155.86,124.9
2019-04-29 16:56:00,151.5,155.17,125.3
2019-04-30 16:56:00,152.18,154.67,125.3
2019-05-02 16:56:00,152.0,151.13,117.31
2019-05-03 16:56:00,151.81,148.28,117.81
2019-05-06 16:56:00,150.22,147.79,117.66
2019-05-07 16:56:00,151.88,146.32,116.81
2019-05-08 16:56:00,151.8,145.25,116.8
2019-05-09 16:56:00,151.38,147.79,114.57
2019-05-10 16:56:00,151.35,146.66,114.71
2019-05-13 16:56:00,151.33,145.75,114.12
2019-05-14 16:56:00,150.99,149.75,114.27
2019-05-15 16:56:00,151.8,150.16,113.95
2019-05-16 16:56:00,153.19,150.36,114.41
2019-05-17 16:56:00,152.2,151.18,113.42
2019-05-20 16:56:00,152.4,150.26,114.53
2019-05-21 16:56:00,152.29,151.51,113.02
2019-05-22 16:56:00,152.5,150.66,112.88
2019-05-23 16:56:00,151.71,151.7,112.81
2019-05-24 16:56:00,152.2,152.16,112.82
2019-05-27 16:56:00,152.38,152.05,112.81
2019-05-28 16:56:00,152.71,152.03,113.39
2019-05-29 16:56:00,153.9,152.02,113.76
2019-05-30 16:56:00,154.39,152.02,115.62
2019-05-31 16:56:00,155.0,152.02,117.81
2019-06-03 16:56:00,155.39,152.01,117.3
2019-06-04 16:56:00,154.85,153.68,116.61
2019-06-05 16:56:00,153.0,154.48,116.61
2019-06-06 16:56:00,152.2,156.13,117.0
2019-06-07 16:56:00,152.0,156.98,116.81
2019-06-10 16:56:00,152.5,148.77,116.81
2019-06-11 16:56:00,150.0,146.91,115.81
2019-06-12 16:56:00,150.46,145.29,117.61
2019-06-13 16:56:00,151.0,146.32,117.83
2019-06-14 16:56:00,151.0,146.32,117.31
2019-06-17 16:56:00,151.0,146.24,117.25
2019-06-18 16:56:00,152.0,145.04,118.27
2019-06-19 16:56:00,151.7,144.36,118.81
2019-06-21 16:56:00,152.0,146.32,118.77
2019-06-24 16:56:00,152.5,145.63,119.36
2019-06-25 16:56:00,152.6,145.23,119.79
2019-06-26 16:56:00,152.87,145.34,119.81
2019-06-27 16:56:00,152.6,145.5,118.89
2019-06-28 16:56:00,154.23,145.87,119.56
2019-07-01 16:56:00,155.5,148.91,118.56
2019-07-02 16:56:00,155.0,149.64,117.86
2019-07-03 16:56:00,156.0,150.74,118.31
2019-07-04 16:56:00,153.0,150.34,118.09
2019-07-05 16:56:00,152.99,150.34,118.42
2019-07-08 16:56:00,152.7,149.37,118.71
2019-07-10 16:56:00,152.47,148.5,118.32
2019-07-11 16:56:00,151.4,148.66,118.81
2019-07-12 16:56:00,152.3,149.27,118.81
2019-07-15 16:56:00,152.5,150.23,118.54
2019-07-16 16:56:00,152.5,153.57,118.16
2019-07-17 16:56:00,152.45,153.1,117.81
2019-07-18 16:56:00,152.5,153.01,118.31
2019-07-19 16:56:00,152.4,151.73,117.81
2019-07-22 16:56:00,152.4,154.28,118.34
2019-07-23 16:56:00,152.2,155.35,119.52
2019-07-24 16:56:00,152.46,155.74,119.1
2019-07-25 16:56:00,150.01,155.85,117.23
2019-07-26 16:56:00,152.0,156.04,118.04
2019-07-29 16:56:00,152.65,156.88,116.71
2019-07-30 16:56:00,152.85,156.93,115.76
2019-07-31 16:56:00,153.49,156.98,115.86
2019-08-01 16:56:00,152.78,152.19,115.81
2019-08-02 16:56:00,154.1,151.25,115.59
2019-08-05 16:56:00,153.8,151.04,115.97
2019-08-06 16:56:00,154.6,150.07,116.06
2019-08-07 16:56:00,154.49,148.18,116.56
2019-08-08 16:56:00,154.12,149.1,116.9
2019-08-09 16:56:00,154.4,147.79,116.76
2019-08-12 16:56:00,155.4,147.29,115.81
2019-08-13 16:56:00,154.01,147.03,116.81
2019-08-14 16:56:00,155.0,148.13,117.06
2019-08-15 16:56:00,155.95,147.55,116.99
2019-08-16 16:56:00,156.0,148.67,116.81
2019-08-19 16:56:00,156.9,148.29,116.89
2019-08-20 16:56:00,157.1,148.28,116.88
2019-08-21 16:56:00,159.7,147.39,117.06
2019-08-22 16:56:00,158.9,148.09,117.01
2019-08-23 16:56:00,158.7,148.97,117.41
2019-08-26 16:56:00,157.0,147.56,117.41
2019-08-27 16:56:00,157.8,148.09,117.79
2019-08-28 16:56:00,158.0,148.92,117.91
2019-08-29 16:56:00,157.99,149.22,119.7
2019-08-30 16:56:00,158.2,150.02,119.81
2019-09-02 16:56:00,155.5,149.27,118.66
2019-09-03 16:56:00,156.0,149.86,120.81
2019-09-04 16:56:00,156.3,150.64,121.28
2019-09-05 16:56:00,156.5,151.21,121.01
2019-09-06 16:56:00,156.4,151.82,120.71
2019-09-09 16:56:00,156.5,151.72,119.81
2019-09-10 16:56:00,155.78,151.53,117.02
2019-09-11 16:56:00,155.35,151.53,118.99
2019-09-12 16:56:00,155.5,150.99,119.31
2019-09-13 16:56:00,155.76,151.53,119.31
2019-09-16 16:56:00,156.24,150.99,118.31
2019-09-17 16:56:00,156.07,151.48,118.99
2019-09-18 16:56:00,155.8,151.22,117.31
2019-09-19 16:56:00,156.2,151.04,118.06
2019-09-20 16:56:00,156.6,150.73,118.76
2019-09-23 16:56:00,155.75,150.74,118.81
2019-09-24 16:56:00,158.0,151.04,119.06
2019-09-25 16:56:00,158.85,150.69,119.01
2019-09-26 16:56:00,158.1,150.74,118.81
2019-09-27 16:56:00,159.0,150.99,118.96
2019-09-30 16:56:00,160.2,151.23,118.41
2019-10-01 16:56:00,160.0,151.22,115.48
2019-10-02 16:56:00,159.74,151.23,115.05
2019-10-03 16:56:00,158.51,151.23,115.81
2019-10-04 16:56:00,159.5,152.21,116.06
2019-10-07 16:56:00,159.0,153.2,117.11
2019-10-08 16:56:00,160.4,152.74,117.01
2019-10-09 16:56:00,159.61,153.98,117.04
2019-10-10 16:56:00,161.0,154.18,117.0
2019-10-11 16:56:00,163.0,154.81,117.26
2019-10-14 16:56:00,163.5,155.95,116.92
2019-10-15 16:56:00,165.3,156.02,117.31
2019-10-16 16:56:00,168.03,156.59,117.56
2019-10-17 16:56:00,168.0,157.11,117.81
2019-10-18 16:56:00,167.0,158.46,118.31
2019-10-21 16:56:00,168.48,159.09,118.81
2019-10-22 16:56:00,169.5,159.08,119.36
2019-10-23 16:56:00,169.0,158.35,119.56
2019-10-24 16:56:00,171.2,158.94,118.81
2019-10-25 16:56:00,170.97,158.3,119.81
2019-10-28 16:56:00,172.7,159.65,119.66
2019-10-29 16:56:00,171.51,159.63,122.8
2019-10-30 16:56:00,170.66,159.09,123.3
2019-10-31 16:56:00,170.0,159.27,124.8
2019-11-01 16:56:00,170.5,159.19,123.98
2019-11-04 16:56:00,172.8,160.66,125.2
2019-11-05 16:56:00,169.0,162.67,122.85
2019-11-06 16:56:00,169.7,163.84,125.83
2019-11-07 16:56:00,169.75,165.96,126.76
2019-11-08 16:56:00,169.43,165.3,123.35
2019-11-11 16:56:00,169.1,166.82,120.81
2019-11-12 16:56:00,168.53,165.98,120.81
2019-11-13 16:56:00,168.28,166.11,120.82
2019-11-14 16:56:00,168.89,169.1,122.55
2019-11-18 16:56:00,169.0,172.24,123.8
2019-11-19 16:56:00,172.48,173.83,124.6
2019-11-21 16:56:00,173.0,174.31,124.11
2019-11-22 16:56:00,171.0,174.31,123.79
2019-11-25 16:56:00,171.55,174.31,124.3
2019-11-26 16:56:00,173.07,174.8,123.81
2019-11-27 16:56:00,171.5,174.8,123.05
2019-11-28 16:56:00,173.88,176.57,124.8
2019-11-29 16:56:00,174.9,178.29,122.7
2019-12-02 16:56:00,174.49,176.76,116.57
2019-12-03 16:56:00,174.75,177.22,118.81
2019-12-04 16:56:00,175.61,181.52,119.76
2019-12-05 16:56:00,178.63,181.48,119.31
2019-12-06 16:56:00,180.0,182.39,119.31
2019-12-09 16:56:00,180.5,183.51,119.31
2019-12-10 16:56:00,181.99,184.6,120.21
2019-12-11 16:56:00,184.4,186.29,120.81
2019-12-12 16:56:00,184.15,192.48,121.11
2019-12-13 16:56:00,184.15,189.54,121.8
2019-12-16 16:56:00,185.0,191.26,120.26
2019-12-17 16:56:00,187.6,191.49,122.81
2019-12-18 16:56:00,188.0,189.7,124.5
2019-12-19 16:56:00,189.85,189.04,125.06
2019-12-20 16:56:00,190.0,193.16,127.69
2019-12-23 16:56:00,189.99,192.23,127.69
2019-12-26 16:56:00,192.0,195.42,130.79
2019-12-27 16:56:00,191.84,198.76,133.78
2019-12-30 16:56:00,198.18,202.44,130.74
2020-01-02 16:56:00,199.6,208.19,128.57
2020-01-03 17:50:00,199.6,217.16,129.79
2020-01-07 16:56:00,198.75,205.24,127.78
2020-01-08 16:56:00,187.5,195.76,126.99
2020-01-09 16:56:00,181.0,191.69,124.5
2020-01-10 16:56:00,178.9,192.52,122.82
2020-01-13 16:56:00,183.5,194.75,126.99
2020-01-14 16:56:00,184.48,196.11,126.7
2020-01-15 16:56:00,182.3,195.21,125.12
2020-01-16 16:56:00,182.4,194.44,125.1
2020-01-17 16:56:00,181.52,192.37,125.8
2020-01-20 16:56:00,181.95,186.78,122.45
2020-01-21 16:56:00,182.0,185.6,123.7
2020-01-22 16:56:00,183.0,181.78,123.07
2020-01-23 16:56:00,182.5,180.69,123.0
2020-01-24 16:56:00,182.03,178.73,122.05
2020-01-27 16:56:00,180.35,177.16,122.8
2020-01-28 16:56:00,182.15,180.0,120.38
2020-01-29 16:56:00,178.85,186.58,121.66
2020-01-30 16:56:00,180.25,185.78,119.81
2020-01-31 16:56:00,181.64,188.06,116.91
2020-02-03 16:56:00,182.66,188.25,114.82
2020-02-04 16:56:00,182.98,183.66,115.77
2020-02-05 16:56:00,182.25,182.81,115.31
2020-02-06 16:56:00,180.45,177.75,114.82
2020-02-07 16:56:00,180.55,178.09,114.72
2020-02-10 16:56:00,178.1,175.78,113.12
2020-02-11 16:56:00,177.9,179.31,113.13
2020-02-12 16:56:00,179.44,182.66,113.97
2020-02-13 16:56:00,180.0,182.63,114.07
2020-02-14 16:56:00,178.8,185.18,116.8
2020-02-17 16:56:00,179.6,185.36,116.31
2020-02-18 16:56:00,170.49,182.91,116.11
2020-02-19 16:56:00,166.65,177.75,116.11
2020-02-20 16:56:00,166.5,175.78,115.81
2020-02-21 16:56:00,170.42,175.29,116.01
2020-02-26 16:56:00,169.9,174.67,113.42
2020-02-27 16:56:00,170.18,175.01,113.34
2020-02-28 16:56:00,170.95,173.86,114.06
2020-03-02 16:56:00,171.0,175.1,114.32
2020-03-03 16:56:00,172.95,176.13,113.88
2020-03-04 16:56:00,171.35,179.17,114.6
2020-03-05 16:56:00,171.04,177.26,113.82
2020-03-06 16:56:00,170.49,174.84,112.92
2020-03-09 16:56:00,163.3,165.42,108.03
2020-03-10 16:56:00,164.29,166.87,110.32
2020-03-11 16:56:00,163.0,164.49,110.42
2020-03-12 16:56:00,150.1,151.33,101.84
2020-03-13 16:56:00,154.27,152.97,103.03
2020-03-16 16:56:00,150.19,143.38,99.19
2020-03-17 16:56:00,148.5,142.39,98.84
2020-03-18 16:56:00,132.33,114.95,89.86
2020-03-19 16:56:00,139.05,127.28,87.36
2020-03-20 16:56:00,143.11,133.56,90.55
2020-03-23 16:56:00,132.5,130.99,87.66
2020-03-24 16:56:00,139.0,137.48,89.88
2020-03-25 16:56:00,148.9,149.77,91.98
2020-03-26 16:56:00,151.84,156.03,94.05
2020-03-27 16:56:00,150.6,158.0,93.45
2020-03-30 16:56:00,153.05,156.14,95.85
2020-03-31 16:56:00,154.02,155.21,96.84
2020-04-01 16:56:00,150.9,151.23,96.83
2020-04-02 16:56:00,149.0,150.25,96.3
2020-04-03 16:56:00,147.01,149.27,93.65
2020-04-06 16:56:00,147.8,152.77,91.85
2020-04-07 16:56:00,151.55,159.58,93.59
2020-04-08 16:56:00,150.99,164.78,95.29
2020-04-09 16:56:00,153.0,167.18,95.59
2020-04-13 16:56:00,153.25,167.71,95.6
2020-04-14 16:56:00,152.75,170.72,95.99
2020-04-15 16:56:00,149.7,170.68,95.05
2020-04-16 16:56:00,152.0,173.72,97.84
2020-04-17 16:56:00,151.38,174.8,99.34
2020-04-20 16:56:00,150.6,173.82,100.34
2020-04-22 16:56:00,150.22,176.75,100.79
2020-04-23 16:56:00,152.2,178.71,100.99
2020-04-24 16:56:00,151.67,173.92,96.84
2020-04-27 16:56:00,152.0,172.98,97.94
2020-04-28 16:56:00,154.03,174.01,96.94
2020-04-29 16:56:00,160.0,173.7,98.33
2020-04-30 16:56:00,158.99,169.89,97.85
2020-05-04 16:56:00,156.4,164.97,97.11
2020-05-05 16:56:00,157.0,162.05,96.89
2020-05-06 16:56:00,160.25,163.02,96.44
2020-05-07 16:56:00,160.0,162.57,98.34
2020-05-08 16:56:00,162.5,166.74,98.34
2020-05-11 16:56:00,164.45,170.76,101.29
2020-05-12 16:56:00,163.65,172.64,100.05
2020-05-13 16:56:00,162.7,170.59,100.34
2020-05-14 16:56:00,160.92,170.77,100.44
2020-05-15 16:56:00,161.91,171.33,101.59
2020-05-18 16:56:00,162.4,172.05,100.94
2020-05-19 16:56:00,163.05,173.48,101.25
2020-05-20 16:56:00,163.0,173.8,101.85
2020-05-21 16:56:00,163.55,171.95,102.03
2020-05-22 16:56:00,165.95,175.83,102.63
2020-05-25 16:56:00,167.3,176.96,103.42
2020-05-26 16:56:00,167.7,177.5,103.43
2020-05-27 16:56:00,169.72,174.77,103.33
2020-05-28 16:56:00,170.0,177.75,103.41
2020-05-29 16:56:00,172.39,178.68,103.43
2020-06-01 16:56:00,170.5,180.1,103.83
2020-06-02 16:56:00,171.19,184.92,103.5
2020-06-03 16:56:00,172.48,184.01,104.88
2020-06-04 16:56:00,171.0,183.93,105.81
2020-06-05 16:56:00,170.89,189.14,106.53
2020-06-08 16:56:00,170.5,187.08,107.23
2020-06-09 16:56:00,168.5,187.37,106.89
2020-06-10 16:56:00,167.49,185.88,106.78
2020-06-12 16:56:00,166.66,185.22,107.08
2020-06-15 16:56:00,165.44,185.97,107.02
2020-06-16 16:56:00,166.31,185.6,107.08
2020-06-17 16:56:00,169.0,186.02,108.05
2020-06-18 16:56:00,168.63,187.52,107.87
2020-06-19 16:56:00,167.65,188.09,107.09
2020-06-22 16:56:00,167.3,184.7,107.42
2020-06-23 16:56:00,167.6,183.95,108.03
2020-06-24 16:56:00,167.79,183.71,106.94
2020-06-25 16:56:00,169.0,184.62,106.29
2020-06-26 16:56:00,169.1,185.6,106.11
2020-06-29 16:56:00,169.5,185.31,106.38
2020-06-30 16:56:00,168.94,186.53,108.62
2020-07-01 16:56:00,169.99,186.48,108.68
2020-07-02 16:56:00,169.45,186.58,108.44
2020-07-03 16:56:00,167.9,185.6,108.33
2020-07-06 16:56:00,167.4,188.32,107.98
2020-07-07 16:56:00,166.36,192.97,107.83
2020-07-08 16:56:00,165.0,191.1,107.18
2020-07-10 16:56:00,158.79,176.27,105.83
2020-07-13 16:56:00,157.69,169.6,104.58
2020-07-14 16:56:00,157.3,166.06,104.92
2020-07-15 16:56:00,157.49,166.11,102.83
2020-07-16 16:56:00,157.5,171.85,102.07
2020-07-17 16:56:00,156.0,171.85,101.69
2020-07-20 16:56:00,156.9,168.8,101.84
2020-07-21 16:56:00,158.98,169.88,100.34
2020-07-22 16:56:00,159.0,170.92,99.49
2020-07-23 16:56:00,159.0,172.84,98.84
2020-07-24 16:56:00,158.89,173.68,97.74
2020-07-27 16:56:00,157.15,171.8,96.65
2020-07-28 16:56:00,157.0,173.7,99.34
2020-07-29 16:56:00,157.0,175.78,100.14
2020-07-30 16:56:00,157.5,175.78,99.85
2020-07-31 16:56:00,156.82,176.76,100.02
2020-08-03 16:56:00,157.45,175.62,98.34
2020-08-04 16:56:00,157.6,174.53,99.2
2020-08-05 16:56:00,159.69,174.75,97.86
2020-08-06 16:56:00,157.61,172.67,96.54
2020-08-07 16:56:00,158.1,174.8,98.19
2020-08-10 16:56:00,158.67,177.26,101.28
2020-08-11 16:56:00,159.01,180.68,102.74
2020-08-12 16:56:00,159.27,181.87,102.2
2020-08-13 16:56:00,160.03,183.46,100.08
2020-08-14 16:56:00,159.05,181.23,101.63
2020-08-17 16:56:00,156.15,184.62,102.34
2020-08-18 16:56:00,158.2,183.83,101.4
2020-08-19 16:56:00,160.1,183.92,102.04
2020-08-20 16:56:00,160.89,184.13,102.63
2020-08-21 16:56:00,164.89,185.89,103.32
2020-08-24 16:56:00,164.59,186.57,103.13
2020-08-25 16:56:00,164.45,181.67,101.89
2020-08-26 16:56:00,164.0,185.11,103.09
2020-08-27 16:56:00,164.5,184.91,102.36
2020-08-28 16:56:00,164.5,184.42,103.26
2020-08-31 16:56:00,164.39,178.73,103.83
2020-09-01 16:56:00,164.97,168.77,102.98
2020-09-02 16:56:00,165.97,170.28,104.63
2020-09-03 16:56:00,165.97,170.87,104.83
2020-09-04 16:56:00,167.61,170.85,105.46
2020-09-08 16:56:00,166.13,169.89,105.33
2020-09-09 16:56:00,165.95,169.79,104.95
2020-09-10 16:56:00,166.0,168.22,104.98
2020-09-11 16:56:00,166.7,167.71,104.81
2020-09-14 16:56:00,167.1,166.49,104.59
2020-09-15 16:56:00,168.0,165.41,104.53
2020-09-16 16:56:00,167.5,164.66,103.71
2020-09-17 16:56:00,166.8,164.16,102.43
2020-09-18 16:56:00,165.3,163.99,103.14
2020-09-21 16:56:00,166.02,162.66,102.58
2020-09-22 16:56:00,166.5,165.18,103.08
2020-09-23 16:56:00,166.49,165.27,103.08
2020-09-24 16:56:00,166.67,165.52,102.25
2020-09-25 16:56:00,166.0,165.6,102.34
2020-09-28 16:56:00,165.06,165.57,102.44
2020-09-29 16:56:00,165.1,165.86,102.34
2020-09-30 16:56:00,165.03,166.93,103.02
2020-10-01 16:56:00,165.62,166.92,102.83
2020-10-02 16:56:00,166.2,167.92,102.72
2020-10-05 16:56:00,165.21,166.75,103.26
2020-10-06 16:56:00,166.45,167.34,102.63
2020-10-07 16:56:00,166.49,168.2,102.54
2020-10-08 16:56:00,166.7,168.68,102.34
2020-10-09 16:56:00,166.65,169.85,102.44
2020-10-13 16:56:00,166.9,171.36,102.33
2020-10-14 16:56:00,166.83,171.36,101.94
2020-10-15 16:56:00,166.85,170.38,101.85
2020-10-16 16:56:00,166.85,170.48,100.86
2020-10-19 16:56:00,166.8,169.16,100.89
2020-10-20 16:56:00,166.97,168.66,100.96
2020-10-21 16:56:00,166.8,167.58,101.78
2020-10-22 16:56:00,165.2,166.99,101.38
2020-10-23 16:56:00,163.24,167.54,101.24
2020-10-26 16:56:00,160.8,166.75,99.95
2020-10-27 16:56:00,160.89,166.03,100.1
2020-10-28 16:56:00,159.7,162.72,98.56
2020-10-29 16:56:00,159.49,163.7,100.66
2020-10-30 16:56:00,158.73,161.05,100.64
2020-11-03 16:56:00,158.32,160.37,100.32
2020-11-04 16:56:00,158.38,160.66,100.21
2020-11-05 16:56:00,158.18,163.51,100.29
2020-11-06 16:56:00,158.44,164.02,100.72
2020-11-09 16:56:00,158.15,164.62,100.74
2020-11-10 16:56:00,159.5,165.9,100.68
2020-11-11 16:56:00,158.5,165.94,101.2
2020-11-12 16:56:00,158.25,165.47,101.23
2020-11-13 16:56:00,158.76,164.24,101.04
2020-11-16 16:56:00,159.9,164.98,101.04
2020-11-17 16:56:00,158.88,165.21,99.59
2020-11-18 16:56:00,159.0,165.86,99.47
2020-11-19 16:56:00,159.98,165.32,99.34
2020-11-20 16:56:00,160.0,164.88,98.04
2020-11-23 16:56:00,159.05,164.18,98.74
2020-11-24 16:56:00,159.86,163.44,98.84
2020-11-25 16:56:00,159.59,164.76,98.34
2020-11-26 16:56:00,158.9,165.18,98.4
2020-11-27 16:56:00,159.04,165.36,99.23
2020-11-30 16:56:00,159.25,164.69,99.93
2020-12-01 16:56:00,158.6,164.7,98.54
2020-12-02 16:56:00,157.8,164.98,98.49
2020-12-03 16:56:00,157.72,165.03,98.8
2020-12-04 16:56:00,157.08,164.98,97.84
2020-12-07 16:56:00,156.2,164.98,97.84
2020-12-08 16:56:00,155.86,165.97,97.96
2020-12-09 16:56:00,155.3,164.05,97.83
2020-12-10 16:56:00,153.89,164.45,97.53
2020-12-11 16:56:00,153.63,164.78,97.64
2020-12-14 16:56:00,155.0,164.79,98.18
2020-12-15 16:56:00,157.78,165.13,98.41
2020-12-16 16:56:00,158.31,165.18,98.27
2020-12-17 16:56:00,157.9,165.86,98.39
2020-12-18 16:56:00,158.6,165.97,98.79
2020-12-21 16:56:00,158.96,166.94,99.34
2020-12-22 16:56:00,159.53,168.75,99.84
2020-12-23 16:56:00,161.69,170.04,100.89
2020-12-28 16:56:00,162.52,171.85,101.37
2020-12-29 16:56:00,164.41,175.38,101.79
2020-12-30 16:56:00,162.32,177.75,101.64
2021-01-04 16:56:00,160.67,176.52,101.54
2021-01-05 16:56:00,159.8,175.33,101.74
2021-01-06 16:56:00,159.86,177.12,101.09
2021-01-07 16:56:00,159.95,177.06,101.71
2021-01-08 16:56:00,159.55,178.63,101.84
2021-01-11 16:56:00,159.8,178.32,101.83
2021-01-12 19:30:00,159.5,178.2,101.84
2021-01-13 16:56:00,159.44,178.57,102.43
2021-01-14 16:56:00,160.02,177.21,102.44
2021-01-15 16:56:00,160.1,177.7,102.74
2021-01-18 16:56:00,159.8,177.84,103.33
2021-01-19 16:56:00,160.0,178.24,103.38
2021-01-20 16:56:00,160.0,177.8,103.71
2021-01-21 16:56:00,159.6,177.81,103.57
2021-01-22 16:56:00,158.71,178.07,103.31
2021-01-26 16:56:00,159.15,177.7,103.83
2021-01-27 16:56:00,158.7,177.67,103.53
2021-01-28 16:56:00,159.43,177.61,103.91
2021-01-29 16:56:00,159.8,176.42,103.69
2021-02-01 16:56:00,158.56,174.0,103.24
2021-02-02 16:56:00,159.79,176.03,103.68
2021-02-03 16:56:00,158.52,176.52,103.51
2021-02-04 16:56:00,157.8,174.79,103.63
2021-02-05 16:56:00,158.5,175.36,104.15
2021-02-08 16:56:00,158.42,174.72,103.79
2021-02-09 16:56:00,158.14,175.33,104.23
2021-02-10 16:56:00,158.39,175.09,104.43
2021-02-11 16:56:00,158.75,175.3,104.43
2021-02-12 16:56:00,159.89,175.09,104.63
2021-02-17 16:56:00,160.01,175.09,104.06
2021-02-18 16:56:00,158.81,174.69,104.26
2021-02-19 16:56:00,159.19,174.8,104.75
2021-02-22 16:56:00,158.15,174.36,104.08
2021-02-23 16:56:00,157.82,175.54,105.33
2021-02-24 16:56:00,158.15,175.52,105.33
2021-02-25 16:56:00,157.9,174.95,105.12
2021-02-26 16:56:00,158.29,175.78,103.88
2021-03-01 16:56:00,157.24,175.49,104.32
2021-03-02 16:56:00,155.75,175.37,103.62
2021-03-03 16:56:00,155.2,174.57,103.36
2021-03-04 16:56:00,154.57,174.58,102.84
2021-03-05 16:56:00,154.0,173.34,103.62
2021-03-08 16:56:00,154.24,170.1,104.37
2021-03-09 16:56:00,153.99,173.57,104.43
2021-03-10 16:56:00,152.6,172.96,104.21
2021-03-11 16:56:00,152.65,173.82,104.59
2021-03-12 19:30:00,152.44,173.82,104.83
2021-03-15 16:56:00,151.75,173.82,105.23
2021-03-16 16:56:00,151.04,173.6,105.33
2021-03-17 16:56:00,149.66,173.03,105.95
2021-03-18 16:56:00,147.48,172.05,107.63
2021-03-19 16:56:00,146.39,168.42,107.77
2021-03-22 16:56:00,145.38,170.38,107.63
2021-03-23 16:56:00,144.0,168.92,107.86
2021-03-24 16:56:00,142.4,168.89,107.84
2021-03-25 16:56:00,142.52,167.47,107.75
2021-03-26 16:56:00,144.46,166.65,107.86
2021-03-29 16:56:00,146.57,168.91,107.85
2021-03-30 16:56:00,150.0,169.79,107.85
2021-03-31 16:56:00,152.73,172.83,108.4
2021-04-01 16:56:00,153.47,171.51,108.39
2021-04-05 16:56:00,151.8,170.37,108.51
2021-04-06 16:56:00,148.5,169.4,108.16
2021-04-07 16:56:00,150.5,169.1,108.13
2021-04-08 16:56:00,150.4,168.9,108.15
2021-04-09 16:56:00,150.18,169.4,108.82
2021-04-12 19:30:00,151.0,169.29,108.33
2021-04-13 16:56:00,150.89,168.91,108.26
2021-04-14 16:56:00,151.5,168.82,108.24
2021-04-15 16:56:00,151.35,168.91,109.17
2021-04-16 16:56:00,150.81,168.91,108.71
2021-04-19 16:56:00,150.09,168.44,108.42
2021-04-20 16:56:00,150.29,168.17,108.58
2021-04-22 16:56:00,150.01,168.44,108.43
2021-04-23 16:56:00,150.3,168.82,109.18
2021-04-26 16:56:00,151.4,168.92,109.43
2021-04-27 16:56:00,151.47,168.85,109.11
2021-04-28 16:56:00,151.77,167.93,109.25
2021-04-29 16:56:00,149.01,169.01,108.48
2021-04-30 16:56:00,149.15,170.87,109.42
2021-05-03 16:56:00,148.4,168.42,107.68
2021-05-04 16:56:00,148.59,167.98,107.64
2021-05-05 16:56:00,147.5,167.93,108.46
2021-05-06 16:56:00,147.84,168.62,108.48
2021-05-07 16:56:00,147.6,168.57,108.77
2021-05-10 16:56:00,148.43,167.86,108.06
2021-05-11 16:56:00,149.99,167.34,106.43
2021-05-12 16:56:00,150.23,167.8,107.2
