Date,Close
09/03/2021 16:56:00,"9,9"
10/03/2021 16:56:00,"9,85"
11/03/2021 16:56:00,"9,85"
12/03/2021 19:30:00,"9,85"
15/03/2021 16:56:00,"9,85"
16/03/2021 16:56:00,"9,85"
17/03/2021 16:56:00,"9,86"
18/03/2021 16:56:00,"9,85"
19/03/2021 16:56:00,"9,85"
22/03/2021 16:56:00,"9,8"
23/03/2021 16:56:00,"9,84"
24/03/2021 16:56:00,"9,85"
25/03/2021 16:56:00,"9,85"
26/03/2021 16:56:00,"9,85"
29/03/2021 16:56:00,"9,85"
30/03/2021 16:56:00,"9,81"
31/03/2021 16:56:00,"9,81"
01/04/2021 16:56:00,"9,84"
05/04/2021 16:56:00,"9,84"
06/04/2021 16:56:00,"9,83"
07/04/2021 16:56:00,"9,8"
08/04/2021 16:56:00,"9,74"
09/04/2021 16:56:00,"9,75"
12/04/2021 19:30:00,"9,79"
13/04/2021 16:56:00,"9,71"
14/04/2021 16:56:00,"9,83"
15/04/2021 16:56:00,"9,65"
16/04/2021 16:56:00,"9,65"
19/04/2021 16:56:00,"9,54"
20/04/2021 16:56:00,"9,65"
22/04/2021 16:56:00,"9,4"
23/04/2021 16:56:00,"9,4"
26/04/2021 16:56:00,"9,4"
27/04/2021 16:56:00,"9,44"
28/04/2021 16:56:00,"9,53"
29/04/2021 16:56:00,"9,64"
30/04/2021 16:56:00,"9,86"
03/05/2021 16:56:00,"9,48"
04/05/2021 16:56:00,"9,48"
05/05/2021 16:56:00,"9,68"
06/05/2021 16:56:00,"9,57"
07/05/2021 16:56:00,"9,6"
10/05/2021 16:56:00,"9,57"
11/05/2021 16:56:00,"9,47"
12/05/2021 16:56:00,"9,55"
13/05/2021 16:56:00,"9,6"
14/05/2021 16:56:00,"9,56"
17/05/2021 16:56:00,"9,55"
18/05/2021 16:56:00,"9,5"
19/05/2021 16:56:00,"9,55"
20/05/2021 16:56:00,"9,55"
21/05/2021 16:56:00,"9,45"
24/05/2021 16:56:00,"9,52"
25/05/2021 16:56:00,"9,5"
26/05/2021 16:56:00,"9,43"
27/05/2021 16:56:00,"9,41"
28/05/2021 16:56:00,"9,43"
31/05/2021 16:56:00,"9,39"
01/06/2021 16:56:00,"9,37"
02/06/2021 16:56:00,"9,41"
04/06/2021 16:56:00,"9,39"
07/06/2021 16:56:00,"9,45"
08/06/2021 16:56:00,"9,35"
09/06/2021 16:56:00,"9,38"
10/06/2021 16:56:00,"9,35"
11/06/2021 16:56:00,"9,36"
14/06/2021 16:56:00,"9,36"
15/06/2021 16:56:00,"9,36"
16/06/2021 16:56:00,"9,4"
17/06/2021 16:56:00,"9,45"
18/06/2021 16:56:00,"9,45"
21/06/2021 16:56:00,"9,54"
22/06/2021 16:56:00,"9,5"
23/06/2021 16:56:00,"9,53"
24/06/2021 16:56:00,"9,56"
25/06/2021 16:56:00,"9,4"
28/06/2021 16:56:00,"9,34"
29/06/2021 16:56:00,"9,46"
30/06/2021 16:56:00,"9,54"
01/07/2021 16:56:00,"9,58"
02/07/2021 16:56:00,"9,55"
05/07/2021 16:56:00,"9,49"
06/07/2021 16:56:00,"9,56"
07/07/2021 16:56:00,"9,6"
08/07/2021 16:56:00,"9,64"
12/07/2021 19:30:00,"9,78"
13/07/2021 16:56:00,"9,68"
14/07/2021 16:56:00,"9,65"
15/07/2021 16:56:00,"9,71"
16/07/2021 16:56:00,"9,85"
19/07/2021 16:56:00,"9,91"
20/07/2021 16:56:00,"9,86"
21/07/2021 16:56:00,"9,9"
22/07/2021 16:56:00,"9,92"
23/07/2021 16:56:00,"9,81"
26/07/2021 16:56:00,"9,86"
27/07/2021 16:56:00,"9,81"
28/07/2021 16:56:00,"9,84"
29/07/2021 16:56:00,"9,8"
30/07/2021 16:56:00,"9,87"
02/08/2021 16:56:00,"9,77"
03/08/2021 16:56:00,"9,71"
04/08/2021 16:56:00,"9,67"
05/08/2021 16:56:00,"9,68"
06/08/2021 16:56:00,"9,74"
09/08/2021 16:56:00,"9,74"
10/08/2021 16:56:00,"9,66"
11/08/2021 16:56:00,"9,59"
12/08/2021 19:30:00,"9,7"
13/08/2021 16:56:00,"9,65"
16/08/2021 16:56:00,"9,75"
17/08/2021 16:56:00,"9,7"
18/08/2021 16:56:00,"9,74"
19/08/2021 16:56:00,"9,67"
20/08/2021 16:56:00,"9,73"
23/08/2021 16:56:00,"9,81"
24/08/2021 16:56:00,"9,73"
25/08/2021 16:56:00,"9,75"
26/08/2021 16:56:00,"9,81"
27/08/2021 16:56:00,"9,82"
30/08/2021 16:56:00,"9,89"
31/08/2021 16:56:00,"9,88"
01/09/2021 16:56:00,"9,74"
02/09/2021 16:56:00,"9,76"
03/09/2021 16:56:00,"9,77"
06/09/2021 16:56:00,"9,78"
08/09/2021 16:56:00,"9,78"
09/09/2021 16:56:00,"9,8"
10/09/2021 16:56:00,"9,95"
13/09/2021 16:56:00,"9,85"
14/09/2021 16:56:00,"9,93"
15/09/2021 16:56:00,"9,89"
16/09/2021 16:56:00,"9,86"
17/09/2021 16:56:00,"10,01"
20/09/2021 16:56:00,"9,8"
21/09/2021 16:56:00,"9,88"
22/09/2021 16:56:00,"9,95"
23/09/2021 16:56:00,"9,88"
24/09/2021 16:56:00,"9,91"
27/09/2021 16:56:00,"9,87"
28/09/2021 16:56:00,"9,85"
29/09/2021 16:56:00,"9,85"
30/09/2021 16:56:00,"9,97"
01/10/2021 16:56:00,"9,89"
04/10/2021 16:56:00,"9,74"
05/10/2021 16:56:00,"9,7"
06/10/2021 16:56:00,"9,65"
07/10/2021 16:56:00,"9,64"
08/10/2021 16:56:00,"9,66"
11/10/2021 16:56:00,"9,62"
13/10/2021 16:56:00,"9,63"
14/10/2021 16:56:00,"9,65"
15/10/2021 16:56:00,"9,64"
18/10/2021 16:56:00,"9,63"
19/10/2021 16:56:00,"9,65"
20/10/2021 16:56:00,"9,67"
21/10/2021 16:56:00,"9,73"
22/10/2021 16:56:00,"9,71"
25/10/2021 16:56:00,"9,68"
26/10/2021 16:56:00,"9,65"
27/10/2021 16:56:00,"9,68"
28/10/2021 16:56:00,"9,69"
29/10/2021 16:56:00,"9,76"
01/11/2021 16:56:00,"9,63"
03/11/2021 16:56:00,"9,64"
04/11/2021 16:56:00,"9,64"
05/11/2021 16:56:00,"9,65"
08/11/2021 16:56:00,"9,65"
09/11/2021 16:56:00,"9,58"
10/11/2021 16:56:00,"9,66"
11/11/2021 16:56:00,"9,72"
12/11/2021 19:30:00,"9,71"
16/11/2021 16:56:00,"9,74"
17/11/2021 16:56:00,"9,67"
18/11/2021 16:56:00,"9,71"
19/11/2021 19:30:00,"9,78"
22/11/2021 19:30:00,"9,81"
23/11/2021 19:30:00,"9,76"
24/11/2021 19:30:00,"9,74"
25/11/2021 19:30:00,"9,71"
26/11/2021 19:30:00,"9,72"
29/11/2021 19:30:00,"9,83"
30/11/2021 18:00:00,"9,84"
01/12/2021 16:56:00,"9,68"
02/12/2021 16:56:00,"9,73"
03/12/2021 16:56:00,"9,62"
06/12/2021 16:56:00,"9,61"
07/12/2021 16:56:00,"9,55"
08/12/2021 16:56:00,"9,55"
09/12/2021 16:56:00,"9,53"
10/12/2021 16:56:00,"9,62"
13/12/2021 18:00:00,"9,63"
14/12/2021 18:00:00,"9,58"
15/12/2021 18:00:00,"9,63"
16/12/2021 18:00:00,"9,67"
17/12/2021 18:00:00,"9,68"
20/12/2021 18:00:00,"9,65"
21/12/2021 18:00:00,"9,68"
22/12/2021 18:00:00,"9,72"
23/12/2021 18:00:00,"9,83"
27/12/2021 18:00:00,"9,85"
28/12/2021 18:00:00,"9,85"
29/12/2021 18:00:00,"9,86"
30/12/2021 18:00:00,"9,85"
03/01/2022 16:56:00,"9,83"
04/01/2022 16:56:00,"9,81"
05/01/2022 16:56:00,"9,82"
06/01/2022 16:56:00,"9,82"
07/01/2022 16:56:00,"9,94"
10/01/2022 16:56:00,"9,94"
11/01/2022 16:56:00,"9,94"
12/01/2022 16:56:00,"9,94"
13/01/2022 16:56:00,"9,99"
14/01/2022 16:56:00,"10,03"
17/01/2022 16:56:00,"10,02"
18/01/2022 16:56:00,"10,08"
19/01/2022 16:56:00,"10,22"
20/01/2022 16:56:00,"10,16"
21/01/2022 16:56:00,"10,24"
24/01/2022 16:56:00,"10,27"
25/01/2022 16:56:00,"10,16"
26/01/2022 16:56:00,"9,94"
27/01/2022 16:56:00,"9,96"
28/01/2022 16:56:00,"10,13"
31/01/2022 16:56:00,"10,09"
01/02/2022 16:56:00,"9,87"
02/02/2022 16:56:00,"9,9"
03/02/2022 16:56:00,"9,89"
04/02/2022 16:56:00,"9,88"
07/02/2022 16:56:00,"9,91"
