Date,Close
04/01/16 16:56,"980,92"
05/01/16 16:56,"957,67"
06/01/16 16:56,"981,99"
07/01/16 16:56,"982,02"
08/01/16 16:56,"972,2"
11/01/16 16:56,"972,21"
12/01/16 16:56,"972,21"
13/01/16 16:56,"973,19"
14/01/16 16:56,"972,2"
15/01/16 16:56,"977,11"
18/01/16 16:56,"973,19"
19/01/16 16:56,"972,2"
20/01/16 16:56,"952,58"
21/01/16 16:56,"957,45"
22/01/16 16:56,"950,6"
26/01/16 16:56,"901,51"
27/01/16 16:56,"874,06"
28/01/16 16:56,"883,82"
29/01/16 16:56,"883,82"
01/02/16 16:56,"872,06"
02/02/16 16:56,"869,05"
03/02/16 16:56,"869,06"
04/02/16 16:56,"854,36"
05/02/16 16:56,"854,36"
10/02/16 16:56,"854,35"
11/02/16 16:56,"849,45"
12/02/16 16:56,"864,19"
15/02/16 16:56,"864,18"
16/02/16 16:56,"873,51"
17/02/16 16:56,"888,73"
18/02/16 16:56,"875,96"
19/02/16 16:56,"883,82"
22/02/16 16:56,"869,09"
23/02/16 16:56,"859,27"
24/02/16 16:56,"864,18"
25/02/16 16:56,"864,18"
26/02/16 16:56,"864,18"
29/02/16 16:56,"864,18"
01/03/16 16:56,"861,09"
02/03/16 16:56,"859,26"
03/03/16 16:56,"869,09"
04/03/16 16:56,"876,95"
07/03/16 16:56,"898,55"
08/03/16 16:56,"899,53"
09/03/16 16:56,"903,46"
10/03/16 16:56,"918,19"
11/03/16 16:56,"937,83"
14/03/16 16:56,"942,74"
15/03/16 16:56,"952,56"
16/03/16 16:56,"942,74"
17/03/16 16:56,"971,22"
18/03/16 16:56,"982,02"
21/03/16 16:56,"981,05"
22/03/16 16:56,"986,93"
23/03/16 16:56,"998,72"
24/03/16 16:56,"998,72"
28/03/16 16:56,"998,72"
29/03/16 16:56,"982,02"
30/03/16 16:56,"991,83"
31/03/16 16:56,"998,72"
01/04/16 16:56,"991,84"
04/04/16 16:56,"982,02"
05/04/16 16:56,"981,04"
06/04/16 16:56,"986,93"
07/04/16 16:56,"972,19"
11/04/16 16:56,"977,11"
12/04/16 16:56,"977,11"
13/04/16 16:56,"984,92"
14/04/16 16:56,"980,06"
15/04/16 16:56,"1001,66"
18/04/16 16:56,"1031,11"
19/04/16 16:56,"1001,65"
20/04/16 16:56,"1011,48"
22/04/16 16:56,"992,01"
25/04/16 16:56,"1001,65"
26/04/16 16:56,"1011,48"
27/04/16 16:56,"1021,29"
29/04/16 16:56,"1001,66"
02/05/16 16:56,"996,75"
03/05/16 16:56,"1001,66"
04/05/16 16:56,"1002,89"
05/05/16 16:56,"1060,59"
06/05/16 16:56,"1068,44"
09/05/16 16:56,"1031,12"
10/05/16 16:56,"1028,18"
11/05/16 16:56,"1036,03"
12/05/16 16:56,"1050,76"
13/05/16 16:56,"1058,62"
16/05/16 16:56,"1066,48"
17/05/16 16:56,"1079,23"
19/05/16 16:56,"1075,32"
20/05/16 16:56,"1064,02"
23/05/16 16:56,"1065,5"
24/05/16 16:56,"1050,76"
25/05/16 16:56,"1050,76"
27/05/16 16:56,"1050,76"
30/05/16 16:56,"1060,59"
31/05/16 16:56,"1043,89"
01/06/16 16:56,"1043,89"
02/06/16 16:56,"1025,23"
03/06/16 16:56,"1021,31"
06/06/16 16:56,"1025,22"
07/06/16 16:56,"1025,23"
08/06/16 16:56,"1021,16"
09/06/16 16:56,"1031,12"
10/06/16 16:56,"1050,76"
13/06/16 16:56,"1040,94"
14/06/16 16:56,"1034,18"
15/06/16 16:56,"1040,94"
16/06/16 16:56,"1047,82"
17/06/16 16:56,"1047,81"
20/06/16 16:56,"1047,82"
21/06/16 16:56,"1045,85"
22/06/16 16:56,"1040,94"
23/06/16 16:56,"1040,94"
24/06/16 16:56,"1045,85"
27/06/16 16:56,1038
28/06/16 16:56,"1036,03"
29/06/16 16:56,"1040,94"
30/06/16 16:56,"1050,76"
01/07/16 16:56,"1050,76"
04/07/16 16:56,"1036,03"
05/07/16 16:56,"1044,86"
06/07/16 16:56,"1035,05"
08/07/16 16:56,"1031,12"
11/07/16 16:56,"1036,03"
12/07/16 16:56,"1036,03"
13/07/16 16:56,"1032,11"
14/07/16 16:56,"1045,85"
15/07/16 16:56,"1055,68"
18/07/16 16:56,"1097,9"
19/07/16 16:56,"1126,38"
20/07/16 16:56,"1119,56"
21/07/16 16:56,"1118,52"
22/07/16 16:56,"1134,24"
25/07/16 16:56,"1156,82"
27/07/16 16:56,"1173,52"
28/07/16 16:56,"1168,61"
29/07/16 16:56,"1166,64"
01/08/16 16:56,"1148,98"
02/08/16 16:56,"1177,45"
03/08/16 16:56,"1161,73"
04/08/16 16:56,"1158,79"
08/08/16 16:56,"1166,64"
09/08/16 16:56,"1166,64"
10/08/16 16:56,"1175,48"
11/08/16 16:56,"1151,92"
12/08/16 16:56,"1139,16"
15/08/16 16:56,"1144,06"
17/08/16 16:56,"1150,73"
18/08/16 16:56,"1150,73"
19/08/16 16:56,"1150,73"
22/08/16 16:56,"1130,31"
23/08/16 16:56,"1148,97"
24/08/16 16:56,"1148,97"
25/08/16 16:56,"1148,97"
26/08/16 16:56,"1148,97"
29/08/16 16:56,"1144,06"
30/08/16 16:56,"1139,15"
31/08/16 16:56,"1136,2"
01/09/16 16:56,"1122,26"
02/09/16 16:56,"1118,52"
05/09/16 16:56,"1118,52"
06/09/16 16:56,"1119,51"
08/09/16 16:56,"1119,51"
09/09/16 16:56,"1114,6"
12/09/16 16:56,"1117,54"
13/09/16 16:56,"1114,6"
14/09/16 16:56,"1100,95"
15/09/16 16:56,"1109,69"
16/09/16 16:56,"1110,54"
19/09/16 16:56,"1117,35"
20/09/16 16:56,"1119,01"
21/09/16 16:56,"1111,65"
22/09/16 16:56,"1129,3"
23/09/16 16:56,"1158,79"
26/09/16 16:56,"1139,15"
27/09/16 16:56,"1139,15"
28/09/16 16:56,"1148,97"
29/09/16 16:56,"1147,97"
30/09/16 16:56,"1139,15"
03/10/16 16:56,"1132,27"
04/10/16 16:56,"1139,15"
05/10/16 16:56,"1144,06"
06/10/16 16:56,"1144,06"
07/10/16 16:56,"1142,09"
10/10/16 16:56,"1124,42"
11/10/16 16:56,"1134,24"
13/10/16 16:56,"1131,29"
14/10/16 16:56,"1129,32"
17/10/16 16:56,"1124,41"
18/10/16 16:56,"1134,24"
19/10/16 16:56,"1124,44"
20/10/16 16:56,"1133,25"
21/10/16 16:56,"1134,24"
24/10/16 16:56,"1134,24"
25/10/16 16:56,"1134,24"
26/10/16 16:56,"1134,24"
27/10/16 16:56,"1134,24"
28/10/16 16:56,"1134,24"
31/10/16 16:56,"1124,41"
01/11/16 16:56,"1115,09"
03/11/16 16:56,"1124,42"
04/11/16 16:56,"1139,15"
07/11/16 16:56,"1164,67"
08/11/16 16:56,"1129,31"
09/11/16 16:56,"1114,6"
10/11/16 16:56,"1129,31"
11/11/16 16:56,"1099,98"
14/11/16 16:56,"1114,6"
16/11/16 16:56,"1108,7"
17/11/16 16:56,"1109,49"
18/11/16 16:56,"1090,05"
21/11/16 16:56,"1097,88"
22/11/16 16:56,"1092,01"
23/11/16 16:56,"1105,76"
24/11/16 16:56,"1113,85"
25/11/16 16:56,"1100,85"
28/11/16 16:56,"1094,96"
29/11/16 16:56,"1080,23"
30/11/16 16:56,"1081,23"
01/12/16 16:56,"1091,02"
02/12/16 16:56,"1092,01"
05/12/16 16:56,"1080,22"
06/12/16 16:56,"1071,39"
07/12/16 16:56,"1067,46"
08/12/16 16:56,"1061,57"
09/12/16 16:56,"1075,32"
12/12/16 16:56,"1080,23"
13/12/16 16:56,"1086,07"
14/12/16 16:56,"1084,15"
15/12/16 16:56,"1080,23"
16/12/16 16:56,"1100,85"
19/12/16 16:56,"1080,23"
20/12/16 16:56,"1073,35"
21/12/16 16:56,"1073,35"
22/12/16 16:56,"1062,57"
23/12/16 16:56,"1073,35"
26/12/16 16:56,"1080,23"
27/12/16 16:56,"1079,73"
28/12/16 16:56,"1079,73"
29/12/16 16:56,"1080,23"
02/01/17 16:56,"1080,23"
03/01/17 16:56,"1080,23"
04/01/17 16:56,"1080,23"
05/01/17 16:56,"1080,23"
06/01/17 16:56,"1080,23"
09/01/17 16:56,"1080,23"
10/01/17 16:56,"1080,23"
11/01/17 16:56,"1076,43"
12/01/17 16:56,"1090,05"
13/01/17 16:56,"1085,15"
16/01/17 16:56,"1099,87"
17/01/17 16:56,"1101,83"
18/01/17 16:56,"1101,83"
19/01/17 16:56,"1139,15"
20/01/17 16:56,"1115,48"
23/01/17 16:56,"1119,51"
24/01/17 16:56,"1136,69"
26/01/17 16:56,"1136,2"
27/01/17 16:56,"1162,7"
30/01/17 16:56,"1171,55"
31/01/17 16:56,"1174,99"
01/02/17 16:56,"1198,05"
02/02/17 16:56,"1237,35"
03/02/17 16:56,"1242,26"
06/02/17 16:56,"1228,52"
07/02/17 16:56,"1256,95"
08/02/17 16:56,"1256,99"
09/02/17 16:56,"1253,05"
10/02/17 16:56,"1256,99"
13/02/17 16:56,"1256,99"
14/02/17 16:56,"1256,99"
15/02/17 16:56,"1269,76"
16/02/17 16:56,"1269,74"
17/02/17 16:56,"1269,76"
20/02/17 16:56,"1264,85"
21/02/17 16:56,"1263,85"
22/02/17 16:56,"1269,76"
23/02/17 16:56,"1291,36"
24/02/17 16:56,"1325,73"
01/03/17 16:56,"1365,01"
02/03/17 16:56,"1364,03"
03/03/17 16:56,"1360,1"
06/03/17 16:56,"1315,91"
07/03/17 16:56,"1280,57"
