Date,Close
04/01/16 16:56,106
05/01/16 16:56,"105,01"
06/01/16 16:56,"108,35"
07/01/16 16:56,"107,5"
08/01/16 16:56,"106,5"
11/01/16 16:56,"106,49"
12/01/16 16:56,"108,51"
13/01/16 16:56,"107,5"
14/01/16 16:56,"106,45"
15/01/16 16:56,105
18/01/16 16:56,"105,95"
19/01/16 16:56,"104,51"
20/01/16 16:56,"103,56"
21/01/16 16:56,102
22/01/16 16:56,"102,01"
26/01/16 16:56,101
27/01/16 16:56,"101,03"
28/01/16 16:56,"99,6"
29/01/16 16:56,102
01/02/16 16:56,"101,3"
02/02/16 16:56,"99,82"
03/02/16 16:56,"100,6"
04/02/16 16:56,"101,25"
05/02/16 16:56,"101,3"
10/02/16 16:56,"103,99"
11/02/16 16:56,"101,7"
12/02/16 16:56,"102,01"
15/02/16 16:56,"100,2"
16/02/16 16:56,"101,4"
17/02/16 16:56,"100,16"
18/02/16 16:56,"100,29"
19/02/16 16:56,"100,95"
22/02/16 16:56,"100,5"
23/02/16 16:56,"100,7"
24/02/16 16:56,"104,95"
25/02/16 16:56,107
26/02/16 16:56,"108,99"
29/02/16 16:56,"108,9"
01/03/16 16:56,"106,01"
02/03/16 16:56,"106,99"
03/03/16 16:56,"106,35"
04/03/16 16:56,"108,2"
07/03/16 16:56,"107,6"
08/03/16 16:56,107
09/03/16 16:56,108
10/03/16 16:56,109
11/03/16 16:56,"111,04"
14/03/16 16:56,112
15/03/16 16:56,"111,95"
16/03/16 16:56,111
17/03/16 16:56,"113,98"
18/03/16 16:56,"114,5"
21/03/16 16:56,"114,92"
22/03/16 16:56,118
23/03/16 16:56,119
24/03/16 16:56,115
28/03/16 16:56,116
29/03/16 16:56,"116,49"
30/03/16 16:56,"113,99"
31/03/16 16:56,"114,23"
01/04/16 16:56,"112,1"
04/04/16 16:56,"115,21"
05/04/16 16:56,"114,51"
06/04/16 16:56,"114,3"
07/04/16 16:56,"112,99"
08/04/16 16:56,"112,61"
11/04/16 16:56,"112,01"
12/04/16 16:56,"112,41"
13/04/16 16:56,"113,9"
14/04/16 16:56,"113,37"
15/04/16 16:56,"113,19"
18/04/16 16:56,115
19/04/16 16:56,"117,28"
20/04/16 16:56,"117,59"
22/04/16 16:56,"118,98"
25/04/16 16:56,"118,9"
26/04/16 16:56,"118,3"
27/04/16 16:56,119
29/04/16 16:56,"119,82"
02/05/16 16:56,"121,5"
03/05/16 16:56,"120,91"
04/05/16 16:56,"119,99"
05/05/16 16:56,"119,87"
06/05/16 16:56,"121,8"
09/05/16 16:56,"119,55"
10/05/16 16:56,"121,58"
11/05/16 16:56,"123,7"
12/05/16 16:56,"125,75"
13/05/16 16:56,"129,95"
16/05/16 16:56,"129,79"
17/05/16 16:56,"130,5"
19/05/16 16:56,"129,33"
20/05/16 16:56,"129,98"
23/05/16 16:56,129
24/05/16 16:56,"130,5"
25/05/16 16:56,127
27/05/16 16:56,126
30/05/16 16:56,128
31/05/16 16:56,"127,99"
01/06/16 16:56,"128,99"
02/06/16 16:56,"128,38"
03/06/16 16:56,"127,99"
06/06/16 16:56,"130,01"
07/06/16 16:56,130
08/06/16 16:56,"129,98"
09/06/16 16:56,"131,4"
10/06/16 16:56,"133,8"
